관리코드,상품명,기준상품명,마켓카테고리,식품안전유형힌트,등급,규격,산지,포장,보관,norm_key
,부사 8kg / 소과 / 60과 내외,부사 8kg,미분류,미분류,,8kg|60과,,,,부사8kg
,부사 8kg / 중소과 / 54과 내외,부사 8kg,미분류,미분류,중,8kg|54과,,,,부사8kg
,부사 8kg / 중과 / 47과 내외,부사 8kg,미분류,미분류,중,8kg|47과,,,,부사8kg
,부사 8kg / 중대과 / 37과 내외,부사 8kg,미분류,미분류,중,8kg|37과,,,,부사8kg
,부사 8kg / 대과 / 31과 내외,부사 8kg,미분류,미분류,,8kg|31과,,,,부사8kg
,하우스 수박 (정품) 겨울수박 3-4kg,하우스 수박 (정품) 겨울수박 3-4kg,과일,미분류,하,4kg,,,,하우스수박정품겨울수박34kg
,하우스 수박 (정품) 겨울수박 4-5kg,하우스 수박 (정품) 겨울수박 4-5kg,과일,미분류,하,5kg,,,,하우스수박정품겨울수박45kg
,하우스 수박 (정품) 겨울수박 5-6kg,하우스 수박 (정품) 겨울수박 5-6kg,과일,미분류,하,6kg,,,,하우스수박정품겨울수박56kg
,당조고추 500g,당조고추 500g,미분류,미분류,,500g,,,,당조고추500g
,당조고추 1kg,당조고추 1kg,미분류,미분류,,1kg,,,,당조고추1kg
,당조고추 2kg,당조고추 2kg,미분류,미분류,,2kg,,,,당조고추2kg
,당조고추 3kg,당조고추 3kg,미분류,미분류,,3kg,,,,당조고추3kg
,당조고추 5kg,당조고추 5kg,미분류,미분류,,5kg,,,,당조고추5kg
,백오이 1kg,백오이 1kg,채소,미분류,,1kg,,,,백오이1kg
,백오이 2kg,백오이 2kg,채소,미분류,,2kg,,,,백오이2kg
,백오이 3kg,백오이 3kg,채소,미분류,,3kg,,,,백오이3kg
,백오이 4kg,백오이 4kg,채소,미분류,,4kg,,,,백오이4kg
,백오이 5kg,백오이 5kg,채소,미분류,,5kg,,,,백오이5kg
,백오이 7kg,백오이 7kg,채소,미분류,,7kg,,,,백오이7kg
,백오이 10kg,백오이 10kg,채소,미분류,,10kg,,,,백오이10kg
,미니오이 500g,미니오이 500g,채소,미분류,,500g,,,,미니오이500g
,미니오이 1kg,미니오이 1kg,채소,미분류,,1kg,,,,미니오이1kg
,미니오이 2kg,미니오이 2kg,채소,미분류,,2kg,,,,미니오이2kg
,파프리카 1kg,파프리카 1kg,미분류,미분류,,1kg,,,,파프리카1kg
,파프리카 1.5kg,파프리카 1.5kg,미분류,미분류,,1.5kg,,,,파프리카15kg
,파프리카 2kg,파프리카 2kg,미분류,미분류,,2kg,,,,파프리카2kg
,파프리카 2.5kg,파프리카 2.5kg,미분류,미분류,,2.5kg,,,,파프리카25kg
,파프리카 3kg,파프리카 3kg,미분류,미분류,,3kg,,,,파프리카3kg
,파프리카 3.5kg,파프리카 3.5kg,미분류,미분류,,3.5kg,,,,파프리카35kg
,파프리카 4kg,파프리카 4kg,미분류,미분류,,4kg,,,,파프리카4kg
,파프리카 4.5kg,파프리카 4.5kg,미분류,미분류,,4.5kg,,,,파프리카45kg
,파프리카 5kg,파프리카 5kg,미분류,미분류,,5kg,,,,파프리카5kg
,송화고버섯 못난이 / 500g,송화고버섯 못난이,채소,채소류,못난이,500g,,,,송화고버섯못난이
,송화고버섯 못난이 / 1kg,송화고버섯 못난이,채소,채소류,못난이,1kg,,,,송화고버섯못난이
,송화고버섯 일반 / 500g,송화고버섯 일반,채소,채소류,,500g,,,,송화고버섯일반
,송화고버섯 일반 / 1kg,송화고버섯 일반,채소,채소류,,1kg,,,,송화고버섯일반
,[손질]아위머쉬버섯 [300g/2팩],[손질]아위머쉬버섯 [300g,채소,신선편의식품,,300g|2팩,,팩,,손질아위머쉬버섯300g
,[손질]아위머쉬버섯 [300g/4팩],[손질]아위머쉬버섯 [300g,채소,신선편의식품,,300g|4팩,,팩,,손질아위머쉬버섯300g
,[손질]아위머쉬버섯 [300g/8팩],[손질]아위머쉬버섯 [300g,채소,신선편의식품,,300g|8팩,,팩,,손질아위머쉬버섯300g
,[손질]블랙아위머쉬버섯 [300g/2팩],[손질]블랙아위머쉬버섯 [300g,채소,신선편의식품,,300g|2팩,,팩,,손질블랙아위머쉬버섯300g
,[손질]블랙아위머쉬버섯 [300g/4팩],[손질]블랙아위머쉬버섯 [300g,채소,신선편의식품,,300g|4팩,,팩,,손질블랙아위머쉬버섯300g
,[손질]블랙아위머쉬버섯 [300g/8팩],[손질]블랙아위머쉬버섯 [300g,채소,신선편의식품,,300g|8팩,,팩,,손질블랙아위머쉬버섯300g
,[손질]아위+블랙머쉬버섯 [300g/1팩+1팩/합2팩],[손질]아위+블랙머쉬버섯 [300g,채소,신선편의식품,,300g|1팩|1팩,,팩,,손질아위블랙머쉬버섯300g
,[손질]아위+블랙머쉬버섯 [300g/2팩+2팩/합4팩],[손질]아위+블랙머쉬버섯 [300g,채소,신선편의식품,,300g|2팩|2팩,,팩,,손질아위블랙머쉬버섯300g
,호박고구마 (세척) 한입 / 2kg / 20~50g,호박고구마 (세척) 한입,채소,채소류,,2kg|50g,,,,호박고구마세척한입
,호박고구마 (세척) 한입 / 3kg / 20~50g,호박고구마 (세척) 한입,채소,채소류,,3kg|50g,,,,호박고구마세척한입
,호박고구마 (세척) 한입 / 5kg / 20~50g,호박고구마 (세척) 한입,채소,채소류,,5kg|50g,,,,호박고구마세척한입
,호박고구마 (세척) 한입 / 10kg / 20~50g,호박고구마 (세척) 한입,채소,채소류,,10kg|50g,,,,호박고구마세척한입
,호박고구마 (세척) 중 / 2kg / 50~100g,호박고구마 (세척) 중,채소,채소류,중,2kg|100g,,,,호박고구마세척중
,호박고구마 (세척) 중 / 3kg / 50~100g,호박고구마 (세척) 중,채소,채소류,중,3kg|100g,,,,호박고구마세척중
,호박고구마 (세척) 중 / 5kg / 50~100g,호박고구마 (세척) 중,채소,채소류,중,5kg|100g,,,,호박고구마세척중
,호박고구마 (세척) 중 / 10kg / 50~100g,호박고구마 (세척) 중,채소,채소류,중,10kg|100g,,,,호박고구마세척중
,호박고구마 (세척) 특상 / 2kg / 100~300g,호박고구마 (세척) 특상,채소,채소류,특상,2kg|300g,,,,호박고구마세척특상
,호박고구마 (세척) 특상 / 3kg / 100~300g,호박고구마 (세척) 특상,채소,채소류,특상,3kg|300g,,,,호박고구마세척특상
,호박고구마 (세척) 특상 / 5kg / 100~300g,호박고구마 (세척) 특상,채소,채소류,특상,5kg|300g,,,,호박고구마세척특상
,호박고구마 (세척) 특상 / 10kg / 100~300g,호박고구마 (세척) 특상,채소,채소류,특상,10kg|300g,,,,호박고구마세척특상
,호박고구마 (세척) 대 / 2kg / 개당 300g 이상,호박고구마 (세척) 대,채소,채소류,상,2kg|300g,,,,호박고구마세척대
,호박고구마 (세척) 대 / 3kg / 개당 300g 이상,호박고구마 (세척) 대,채소,채소류,상,3kg|300g,,,,호박고구마세척대
,호박고구마 (세척) 대 / 5kg / 개당 300g 이상,호박고구마 (세척) 대,채소,채소류,상,5kg|300g,,,,호박고구마세척대
,호박고구마 (세척) 대 / 10kg / 개당 300g 이상,호박고구마 (세척) 대,채소,채소류,상,10kg|300g,,,,호박고구마세척대
,꿀밤고구마 (세척) 2kg / 한입 / 개당 20-50g,꿀밤고구마 (세척) 2kg,채소,채소류,,2kg|50g,,,,꿀밤고구마세척2kg
,꿀밤고구마 (세척) 2kg / 중 / 개당 50-100g,꿀밤고구마 (세척) 2kg,채소,채소류,중,2kg|100g,,,,꿀밤고구마세척2kg
,꿀밤고구마 (세척) 2kg / 특상 / 개당 100-300g,꿀밤고구마 (세척) 2kg,채소,채소류,특상,2kg|300g,,,,꿀밤고구마세척2kg
,꿀밤고구마 (세척) 2kg / 대 / 개당 300g 이상,꿀밤고구마 (세척) 2kg,채소,채소류,상,2kg|300g,,,,꿀밤고구마세척2kg
,꿀밤고구마 (세척) 3kg / 한입 / 개당 20-50g,꿀밤고구마 (세척) 3kg,채소,채소류,,3kg|50g,,,,꿀밤고구마세척3kg
,꿀밤고구마 (세척) 3kg / 중 / 개당 50-100g,꿀밤고구마 (세척) 3kg,채소,채소류,중,3kg|100g,,,,꿀밤고구마세척3kg
,꿀밤고구마 (세척) 3kg / 특상 / 개당 100-300g,꿀밤고구마 (세척) 3kg,채소,채소류,특상,3kg|300g,,,,꿀밤고구마세척3kg
,꿀밤고구마 (세척) 3kg / 대 / 개당 300g 이상,꿀밤고구마 (세척) 3kg,채소,채소류,상,3kg|300g,,,,꿀밤고구마세척3kg
,꿀밤고구마 (세척) 5kg / 한입 / 개당 20-50g,꿀밤고구마 (세척) 5kg,채소,채소류,,5kg|50g,,,,꿀밤고구마세척5kg
,꿀밤고구마 (세척) 5kg / 중 / 개당 50-100g,꿀밤고구마 (세척) 5kg,채소,채소류,중,5kg|100g,,,,꿀밤고구마세척5kg
,꿀밤고구마 (세척) 5kg / 특상 / 개당 100-300g,꿀밤고구마 (세척) 5kg,채소,채소류,특상,5kg|300g,,,,꿀밤고구마세척5kg
,꿀밤고구마 (세척) 5kg / 대 / 개당 300g 이상,꿀밤고구마 (세척) 5kg,채소,채소류,상,5kg|300g,,,,꿀밤고구마세척5kg
,꿀밤고구마 (세척) 10kg / 한입 / 개당 20-50g,꿀밤고구마 (세척) 10kg,채소,채소류,,10kg|50g,,,,꿀밤고구마세척10kg
,꿀밤고구마 (세척) 10kg / 중 / 개당 50-100g,꿀밤고구마 (세척) 10kg,채소,채소류,중,10kg|100g,,,,꿀밤고구마세척10kg
,꿀밤고구마 (세척) 10kg / 특상 / 개당 100-300g,꿀밤고구마 (세척) 10kg,채소,채소류,특상,10kg|300g,,,,꿀밤고구마세척10kg
,꿀밤고구마 (세척) 10kg / 대 / 개당 300g 이상,꿀밤고구마 (세척) 10kg,채소,채소류,상,10kg|300g,,,,꿀밤고구마세척10kg
,약도라지 흙약도라지 / 실속 / 3kg,약도라지 흙약도라지,미분류,미분류,,3kg,,,,약도라지흙약도라지
,약도라지 흙약도라지 / 실속 / 2kg,약도라지 흙약도라지,미분류,미분류,,2kg,,,,약도라지흙약도라지
,약도라지 흙약도라지 / 실속 / 1kg,약도라지 흙약도라지,미분류,미분류,,1kg,,,,약도라지흙약도라지
,약도라지 흙약도라지 / 상품 / 3kg,약도라지 흙약도라지,미분류,미분류,상,3kg,,,,약도라지흙약도라지
,약도라지 흙약도라지 / 상품 / 2kg,약도라지 흙약도라지,미분류,미분류,상,2kg,,,,약도라지흙약도라지
,약도라지 흙약도라지 / 상품 / 1kg,약도라지 흙약도라지,미분류,미분류,상,1kg,,,,약도라지흙약도라지
,세척약도라지 / 실속 / 3kg,세척약도라지,미분류,미분류,,3kg,,,,세척약도라지
,세척약도라지 / 실속 / 2kg,세척약도라지,미분류,미분류,,2kg,,,,세척약도라지
,세척약도라지 / 실속 / 1kg,세척약도라지,미분류,미분류,,1kg,,,,세척약도라지
,세척약도라지 / 상품 / 3kg,세척약도라지,미분류,미분류,상,3kg,,,,세척약도라지
,세척약도라지 / 상품 / 2kg,세척약도라지,미분류,미분류,상,2kg,,,,세척약도라지
,세척약도라지 / 상품 / 1kg,세척약도라지,미분류,미분류,상,1kg,,,,세척약도라지
,흙생강[알뜰] 500g,흙생강[알뜰] 500g,미분류,미분류,,500g,,,,흙생강알뜰500g
,흙생강[특품] 500g,흙생강[특품] 500g,미분류,미분류,특품,500g,,,,흙생강특품500g
,세척생강[알뜰] 500g,세척생강[알뜰] 500g,미분류,미분류,,500g,,,,세척생강알뜰500g
,세척생강[특품] 500g,세척생강[특품] 500g,미분류,미분류,특품,500g,,,,세척생강특품500g
,흙생강[알뜰] 1kg,흙생강[알뜰] 1kg,미분류,미분류,,1kg,,,,흙생강알뜰1kg
,흙생강[특품] 1kg,흙생강[특품] 1kg,미분류,미분류,특품,1kg,,,,흙생강특품1kg
,세척생강[알뜰] 1kg,세척생강[알뜰] 1kg,미분류,미분류,,1kg,,,,세척생강알뜰1kg
,세척생강[특품] 1kg,세척생강[특품] 1kg,미분류,미분류,특품,1kg,,,,세척생강특품1kg
,흙생강[알뜰] 2kg,흙생강[알뜰] 2kg,미분류,미분류,,2kg,,,,흙생강알뜰2kg
,흙생강[특품] 2kg,흙생강[특품] 2kg,미분류,미분류,특품,2kg,,,,흙생강특품2kg
,세척생강[알뜰] 2kg,세척생강[알뜰] 2kg,미분류,미분류,,2kg,,,,세척생강알뜰2kg
,세척생강[특품] 2kg,세척생강[특품] 2kg,미분류,미분류,특품,2kg,,,,세척생강특품2kg
,국내산 백태콩 1kg,국내산 백태콩 1kg,쌀/잡곡,미분류,,1kg,국내산,,,국내산백태콩1kg
,국내산 백태콩 2kg,국내산 백태콩 2kg,쌀/잡곡,미분류,,2kg,국내산,,,국내산백태콩2kg
,국내산 깐마늘 중 / 500g,국내산 깐마늘 중,채소,채소류,중,500g,국내산,,,국내산깐마늘중
,국내산 깐마늘 대 / 500g,국내산 깐마늘 대,채소,채소류,,500g,국내산,,,국내산깐마늘대
,국내산 깐마늘 중 / 500g* 2팩,국내산 깐마늘 중,채소,채소류,중,500g|2팩,국내산,팩,,국내산깐마늘중
,국내산 깐마늘 대 / 500g* 2팩,국내산 깐마늘 대,채소,채소류,,500g|2팩,국내산,팩,,국내산깐마늘대
,국내산 깐마늘 중 / 1kg,국내산 깐마늘 중,채소,채소류,중,1kg,국내산,,,국내산깐마늘중
,국내산 깐마늘 대 / 1kg,국내산 깐마늘 대,채소,채소류,,1kg,국내산,,,국내산깐마늘대
,국내산 깐마늘 중 / 1kg * 2팩,국내산 깐마늘 중,채소,채소류,중,1kg|2팩,국내산,팩,,국내산깐마늘중
,국내산 깐마늘 대 / 1kg* 2팩,국내산 깐마늘 대,채소,채소류,,1kg|2팩,국내산,팩,,국내산깐마늘대
,국내산 깐마늘 중 / 500g* 3팩,국내산 깐마늘 중,채소,채소류,중,500g|3팩,국내산,팩,,국내산깐마늘중
,국내산 깐마늘 대 / 500g* 3팩,국내산 깐마늘 대,채소,채소류,,500g|3팩,국내산,팩,,국내산깐마늘대
,공주밤 1kg (대),공주밤 1kg (대),미분류,미분류,,1kg,,,,공주밤1kg대
,공주밤 2kg (대),공주밤 2kg (대),미분류,미분류,,2kg,,,,공주밤2kg대
,공주밤 3kg (대),공주밤 3kg (대),미분류,미분류,,3kg,,,,공주밤3kg대
,공주밤 5kg (대),공주밤 5kg (대),미분류,미분류,,5kg,,,,공주밤5kg대
,25년 영주 햇 산약마 단마 가정용 1kg 혼합과,25년 영주 햇 산약마 단마 가정용 1kg 혼합과,미분류,미분류,가정용,1kg,,,,25년영주햇산약마단마가정용1kg혼합과
,25년 영주 햇 산약마 단마 가정용 2kg 혼합과,25년 영주 햇 산약마 단마 가정용 2kg 혼합과,미분류,미분류,가정용,2kg,,,,25년영주햇산약마단마가정용2kg혼합과
,25년 영주 햇 산약마 단마 가정용 3kg 혼합과,25년 영주 햇 산약마 단마 가정용 3kg 혼합과,미분류,미분류,가정용,3kg,,,,25년영주햇산약마단마가정용3kg혼합과
,25년 영주 햇 산약마 단마 가정용 4kg 혼합과,25년 영주 햇 산약마 단마 가정용 4kg 혼합과,미분류,미분류,가정용,4kg,,,,25년영주햇산약마단마가정용4kg혼합과
,25년 영주 햇 산약마 단마 가정용 5kg 혼합과,25년 영주 햇 산약마 단마 가정용 5kg 혼합과,미분류,미분류,가정용,5kg,,,,25년영주햇산약마단마가정용5kg혼합과
,25년 영주 햇 산약마 단마 가정용 10kg 혼합과,25년 영주 햇 산약마 단마 가정용 10kg 혼합과,미분류,미분류,가정용,10kg,,,,25년영주햇산약마단마가정용10kg혼합과
,스테비아 완숙토마토 1.6kg,스테비아 완숙토마토 1.6kg,과일,과일류,,1.6kg,,,,스테비아완숙토마토16kg
,스테비아 완숙토마토 3.2kg,스테비아 완숙토마토 3.2kg,과일,과일류,,3.2kg,,,,스테비아완숙토마토32kg
,스테비아 감자 1.6kg,스테비아 감자 1.6kg,채소,채소류,,1.6kg,,,,스테비아감자16kg
,스테비아 감자 3.2kg,스테비아 감자 3.2kg,채소,채소류,,3.2kg,,,,스테비아감자32kg
,삶은 냉동 우거지 10kg,삶은 냉동 우거지 10kg,냉장/냉동/간편요리,미분류,,10kg,,,냉동,삶은냉동우거지10kg
,삶은 냉동 우거지 20kg,삶은 냉동 우거지 20kg,냉장/냉동/간편요리,미분류,,20kg,,,냉동,삶은냉동우거지20kg
,[제휴A] 무농약 샐러드 채소 1kg,[제휴A] 무농약 샐러드 채소 1kg,채소,신선편의식품,A,1kg,,,,제휴a무농약샐러드채소1kg
,[제휴A] 스테비아 대추방울토망고 (500g*4팩),[제휴A] 스테비아 대추방울토망고 (500g*4팩),미분류,미분류,A,500g|4팩,,망,,제휴a스테비아대추방울토망고500g4팩
,제주 양배추 3kg내외,제주 양배추 3kg내외,과일,과일류,,,제주,,,제주양배추3kg내외
,제주 양배추 5kg내외,제주 양배추 5kg내외,과일,과일류,,,제주,,,제주양배추5kg내외
,26년 햇감자 / 2kg / 대 / 70-100g,26년 햇감자,채소,채소류,,2kg|100g,,,,26년햇감자
,26년 햇감자 / 3kg / 대 / 70-100g,26년 햇감자,채소,채소류,,3kg|100g,,,,26년햇감자
,26년 햇감자 / 5kg / 대 / 70-100g,26년 햇감자,채소,채소류,,5kg|100g,,,,26년햇감자
,26년 햇감자 / 10kg / 대 / 70-100g,26년 햇감자,채소,채소류,,10kg|100g,,,,26년햇감자
,홍찰옥수수 / 대 / 12~14cm 내외 / 10개,홍찰옥수수,쌀/잡곡,미분류,,10개,,,,홍찰옥수수
,홍찰옥수수 / 대 / 12~14cm 내외 / 20개,홍찰옥수수,쌀/잡곡,미분류,,20개,,,,홍찰옥수수
,홍찰옥수수 / 특 / 14~16cm 내외 / 10개,홍찰옥수수,쌀/잡곡,미분류,특,10개,,,,홍찰옥수수
,홍찰옥수수 / 특 / 14~16cm 내외 / 10개,홍찰옥수수,쌀/잡곡,미분류,특,10개,,,,홍찰옥수수
,홍찰옥수수 / 특 / 14~16cm 내외 / 20개,홍찰옥수수,쌀/잡곡,미분류,특,20개,,,,홍찰옥수수
,홍찰옥수수 / 특 / 14~16cm 내외 / 30개,홍찰옥수수,쌀/잡곡,미분류,특,30개,,,,홍찰옥수수
,홍찰옥수수 / 왕특 / 16~18cm 내외 / 10개,홍찰옥수수,쌀/잡곡,미분류,특,10개,,,,홍찰옥수수
,홍찰옥수수 / 왕특 / 16~18cm 내외 / 20개,홍찰옥수수,쌀/잡곡,미분류,특,20개,,,,홍찰옥수수
,홍찰옥수수 / 왕특 / 16~18cm 내외 / 30개,홍찰옥수수,쌀/잡곡,미분류,특,30개,,,,홍찰옥수수
,백찰옥수수 / 특 / 13~15cm 내외 / 10개,백찰옥수수,쌀/잡곡,미분류,특,10개,,,,백찰옥수수
,백찰옥수수 / 특 / 13~15cm 내외 / 20개,백찰옥수수,쌀/잡곡,미분류,특,20개,,,,백찰옥수수
,백찰옥수수 / 특 / 13~15cm 내외 / 30개,백찰옥수수,쌀/잡곡,미분류,특,30개,,,,백찰옥수수
,백찰옥수수 / 왕특 / 15~17cm 내외 / 10개,백찰옥수수,쌀/잡곡,미분류,특,10개,,,,백찰옥수수
,백찰옥수수 / 왕특 / 15~17cm 내외 / 20개,백찰옥수수,쌀/잡곡,미분류,특,20개,,,,백찰옥수수
,백찰옥수수 / 왕특 / 15~17cm 내외 / 30개,백찰옥수수,쌀/잡곡,미분류,특,30개,,,,백찰옥수수
,샐러리 일반 상품 1kg,샐러리 일반 상품 1kg,미분류,미분류,상,1kg,,,,샐러리일반상품1kg
,샐러리 일반 상품 2kg,샐러리 일반 상품 2kg,미분류,미분류,상,2kg,,,,샐러리일반상품2kg
,샐러리 일반 상품 3kg,샐러리 일반 상품 3kg,미분류,미분류,상,3kg,,,,샐러리일반상품3kg
,칠레 아보카도 대과 10과,칠레 아보카도 대과 10과,미분류,미분류,,10과,,,,칠레아보카도대과10과
,칠레 아보카도 대과 20과,칠레 아보카도 대과 20과,미분류,미분류,,20과,,,,칠레아보카도대과20과
,자몽 소과 / 5개,자몽 소과,미분류,미분류,,5개,,,,자몽소과
,자몽 소과 / 10개,자몽 소과,미분류,미분류,,10개,,,,자몽소과
,자몽 소과 / 24개,자몽 소과,미분류,미분류,,24개,,,,자몽소과
,자몽 중과 / 5개,자몽 중과,미분류,미분류,중,5개,,,,자몽중과
,자몽 중과 / 10개,자몽 중과,미분류,미분류,중,10개,,,,자몽중과
,자몽 중과 / 22개,자몽 중과,미분류,미분류,중,22개,,,,자몽중과
,자몽 대과 / 5개,자몽 대과,미분류,미분류,,5개,,,,자몽대과
,자몽 대과 / 10개,자몽 대과,미분류,미분류,,10개,,,,자몽대과
,자몽 대과 / 20개,자몽 대과,미분류,미분류,,20개,,,,자몽대과
,자몽 대과 / 45개,자몽 대과,미분류,미분류,,45개,,,,자몽대과
,반건조 박대 중 5미(진공) 26-28cm,반건조 박대 중 5미(진공) 26-28cm,미분류,미분류,중,,,,,반건조박대중5미진공2628cm
,반건조 박대 중 10미(진공) 26-28cm,반건조 박대 중 10미(진공) 26-28cm,미분류,미분류,중,,,,,반건조박대중10미진공2628cm
,반건조 박대 대 5미(진공) 28-30cm,반건조 박대 대 5미(진공) 28-30cm,미분류,미분류,,,,,,반건조박대대5미진공2830cm
,반건조 박대 대 10미(진공) 28-30cm,반건조 박대 대 10미(진공) 28-30cm,미분류,미분류,,,,,,반건조박대대10미진공2830cm
,조미오징어다리 / 납작 숏다리 200g,조미오징어다리,수산물/건어물,미분류,,200g,,,,조미오징어다리
,조미오징어망족 / 추억의 문어발 200g,조미오징어망족,수산물/건어물,미분류,,200g,,망,,조미오징어망족
,조미오징어포 / 철판 맥반석 오징어 250g,조미오징어포,수산물/건어물,미분류,,250g,,,,조미오징어포
,명태알포 200g,명태알포 200g,미분류,미분류,,200g,,,,명태알포200g
,수작 맥반석 오징어 채 180g,수작 맥반석 오징어 채 180g,수산물/건어물,미분류,,180g,,,,수작맥반석오징어채180g
,조미아귀포 / 원형아귀포 230g,조미아귀포,미분류,미분류,,230g,,,,조미아귀포
,구운 전통 대쥐포 1장,구운 전통 대쥐포 1장,미분류,미분류,,,,,,구운전통대쥐포1장
,구운 전통 대쥐포 5장,구운 전통 대쥐포 5장,미분류,미분류,,,,,,구운전통대쥐포5장
,구운 전통 대쥐포 10장,구운 전통 대쥐포 10장,미분류,미분류,,,,,,구운전통대쥐포10장
,구운 전통 대쥐포 20장,구운 전통 대쥐포 20장,미분류,미분류,,,,,,구운전통대쥐포20장
,하우스 천혜향 특품 벌크 중소과 / 3kg / 10-23과,하우스 천혜향 특품 벌크 중소과,과일,미분류,하,3kg|23과,,벌크,,하우스천혜향특품벌크중소과
,하우스 천혜향 특품 벌크 중소과 / 5kg / 18-41과,하우스 천혜향 특품 벌크 중소과,과일,미분류,하,5kg|41과,,벌크,,하우스천혜향특품벌크중소과
,하우스 천혜향 특품 벌크 중소과 / 10kg / 36-82과,하우스 천혜향 특품 벌크 중소과,과일,미분류,하,10kg|82과,,벌크,,하우스천혜향특품벌크중소과
,생고기(뭉티기) 뭉티기 120g,생고기(뭉티기) 뭉티기 120g,미분류,미분류,,120g,,,,생고기뭉티기뭉티기120g
,생고기(뭉티기) 뭉티기 250g,생고기(뭉티기) 뭉티기 250g,미분류,미분류,,250g,,,,생고기뭉티기뭉티기250g
,생고기(뭉티기) 차돌 사시미 200g,생고기(뭉티기) 차돌 사시미 200g,미분류,미분류,,200g,,,,생고기뭉티기차돌사시미200g
,생고기(육회) 한우육회 300g,생고기(육회) 한우육회 300g,축산/계란,미분류,,300g,,,,생고기육회한우육회300g
,등안 선물세트 500g (등심300g+안심200g/아이스박스+부직포가방),등안 선물세트 500g (등심300g+안심200g,미분류,미분류,,500g,,박스,,등안선물세트500g등심300g안심200g
,등안채 선물세트 800g (등심400g+안심200g+채끝200g/아이스박스+부직포가방),등안채 선물세트 800g (등심400g+안심200g+채끝200g,미분류,미분류,,800g,,박스,,등안채선물세트800g등심400g안심200g채끝200g
,등안갈 선물세트 800g (등심400g+안심200g+갈비살200g/아이스박스+부직포가방),등안갈 선물세트 800g (등심400g+안심200g+갈비살200g,미분류,미분류,,800g,,박스,,등안갈선물세트800g등심400g안심200g갈비살200g
,영주별사과(특) 9입 선물세트 대과 (850g),영주별사과(특) 9입 선물세트 대과 (850g),과일,과일류,특,9입|850g,,,,영주별사과특9입선물세트대과850g
,영주별사과 알뜰용 9입 선물세트 중과 (630g),영주별사과 알뜰용 9입 선물세트 중과 (630g),과일,과일류,중,9입|630g,,,,영주별사과알뜰용9입선물세트중과630g
,영주별사과 알뜰용 9입 선물세트 대과 (810g),영주별사과 알뜰용 9입 선물세트 대과 (810g),과일,과일류,,9입|810g,,,,영주별사과알뜰용9입선물세트대과810g
,고당도 햇 윈터프린스 중과 3kg (16-20과),고당도 햇 윈터프린스 중과 3kg (16-20과),미분류,미분류,중,3kg|20과,,,,고당도햇윈터프린스중과3kg1620과
,고당도 햇 윈터프린스 대과 3kg (9-15과),고당도 햇 윈터프린스 대과 3kg (9-15과),미분류,미분류,,3kg|15과,,,,고당도햇윈터프린스대과3kg915과
,고당도 햇 윈터프린스 중과 5kg (26-34과),고당도 햇 윈터프린스 중과 5kg (26-34과),미분류,미분류,중,5kg|34과,,,,고당도햇윈터프린스중과5kg2634과
,고당도 햇 윈터프린스 대과 5kg (16-25과),고당도 햇 윈터프린스 대과 5kg (16-25과),미분류,미분류,,5kg|25과,,,,고당도햇윈터프린스대과5kg1625과
,베니하루카 꿀고구마 중상2kg(비세척),베니하루카 꿀고구마 중상2kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마중상2kg비세척
,베니하루카 꿀고구마 중상3kg(비세척),베니하루카 꿀고구마 중상3kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마중상3kg비세척
,베니하루카 꿀고구마 중상5kg(비세척),베니하루카 꿀고구마 중상5kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마중상5kg비세척
,베니하루카 꿀고구마 중상10kg(비세척),베니하루카 꿀고구마 중상10kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마중상10kg비세척
,베니하루카 꿀고구마 특상2kg(비세척),베니하루카 꿀고구마 특상2kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마특상2kg비세척
,베니하루카 꿀고구마 특상3kg(비세척),베니하루카 꿀고구마 특상3kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마특상3kg비세척
,베니하루카 꿀고구마 특상5kg(비세척),베니하루카 꿀고구마 특상5kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마특상5kg비세척
,베니하루카 꿀고구마 특상10kg(비세척),베니하루카 꿀고구마 특상10kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마특상10kg비세척
,베니하루카 꿀고구마 대왕3kg(비세척),베니하루카 꿀고구마 대왕3kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마대왕3kg비세척
,베니하루카 꿀고구마 대왕5kg(비세척),베니하루카 꿀고구마 대왕5kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마대왕5kg비세척
,베니하루카 꿀고구마 대왕10kg(비세척),베니하루카 꿀고구마 대왕10kg(비세척),채소,채소류,하,,,,,베니하루카꿀고구마대왕10kg비세척
,국내산 시금치 500g,국내산 시금치 500g,채소,채소류,,500g,국내산,,,국내산시금치500g
,국내산 시금치 1kg,국내산 시금치 1kg,채소,채소류,,1kg,국내산,,,국내산시금치1kg
,국내산 시금치 2kg,국내산 시금치 2kg,채소,채소류,,2kg,국내산,,,국내산시금치2kg
,참송이 버섯 500g (가정용),참송이 버섯 500g (가정용),채소,채소류,가정용,500g,,,,참송이버섯500g가정용
